id,screen_name,utc_offset,description,location,created_at,text,retweet_count,favorite_count
940273509804146690,Jonassilvahb,None,,,Mon Dec 11 17:34:08 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940272422053339136,bangkokopen,None,,"Bangkok, Thailand",Mon Dec 11 17:29:49 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940272332781899776,MrsMrsdoris66,-28800,hi =),,Mon Dec 11 17:29:28 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940270471315984384,sheldonwayne201,None,,,Mon Dec 11 17:22:04 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940269730446880768,ChampzPierre,None,,,Mon Dec 11 17:19:07 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940268140411228161,Alex_machined,None,"I am Alex, a freelancer working on Fiverr. I write web contents and email marketing campaigns.","Chicago, USA",Mon Dec 11 17:12:48 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940268052461080581,loukcovianca,None,Always making shit look pretty,los,Mon Dec 11 17:12:27 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940267729449373697,k1mbo999,0,"Positive mind, healthy body = better life    My new look on everything.","ÜT: 51.612006,-0.3847",Mon Dec 11 17:11:10 +0000 2017,Good old bunch on tonight #sarcastic #TheChase,0,1
940266032643665921,J_ManDo69,None,,,Mon Dec 11 17:04:26 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940265205568851968,johnroy2work,None,,,Mon Dec 11 17:01:08 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940264718303838208,samratp143,None,"♡ тнєяє ιѕ иσ мαякєт fσя уσυя ємσтισиѕ, ѕσ иєνєя α∂νєятιѕє уσυя fєєℓιиgѕ ʝυѕт ∂ιѕρℓαу уσυя αттιтυ∂є ♡","Mumbai, Maharashtra",Mon Dec 11 16:59:12 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940263638341963776,leventakcin,0,"Managing Director / Ekin Construction #TeamAntiBitch When I die, burry me upside down. So the whole world can kiss my ass.",Ankara,Mon Dec 11 16:54:55 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940263016125177856,djhitboybeats,None,"Brand Consultant | Media Specialist
Wanna be seen or heard ?","Atlanta, GA",Mon Dec 11 16:52:26 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940262820192641025,cappelozibusin,None,"Cappelozi Business,  Negocios","São Paulo, Brasil",Mon Dec 11 16:51:40 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940261297039474688,8memery,-28800,https://t.co/0kzn270Acd,,Mon Dec 11 16:45:37 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940261190730702848,RohiJagan,None,,,Mon Dec 11 16:45:11 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940259412698193920,busesolmaz437,None,Beşiktaş,,Mon Dec 11 16:38:07 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940259167012642817,29e0f98a1,None,,,Mon Dec 11 16:37:09 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940258845196259329,sergiroberto199,None,,,Mon Dec 11 16:35:52 +0000 2017,RT @PMSLweb: Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm #sarcastic…,98,0
940258552215678977,QuibellPaul,None,FASHION //STYLE//DESIGN/CULTURE/BOOKS/FOOD/ #MiaQSRecommends #PQSRecommends #Bookstagram #Fashion #books #art #culture #fiction #noir #poetry #Lipstick #beauty,uk,Mon Dec 11 16:34:42 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940256419219169283,JanRomes,None,"Romance and women's fiction with sharp, witty characters who give as good as they get!",Ohio,Mon Dec 11 16:26:14 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940256233554108416,PMSLweb,3600,"http://t.co/wn3nCtKe27 - The internet Scavengers
100% chillax & fun",,Mon Dec 11 16:25:29 +0000 2017,Hilarious Monday Meme Zone - https://t.co/2pwcJkfQfy #Funny #humor #lol #Memes #FunnyMemes #FunnyPictures #sarcasm… https://t.co/MyoJ4u3K1E,98,97
940253793421275141,viioleta95,-25200,"No es por lo que eres, es por lo que transmites. Ahí es donde está tu magia // Psicóloga 👩🏻‍⚕️ Ser Para Servir ♥️",,Mon Dec 11 16:15:48 +0000 2017,Es de lo mejor que te contesten súper mamón 😒👌🏼 #sarcastic,0,0
940252053972144134,VerseOnWine,-28800,A Poetry Competition with a difference,vow@verseonwine.com,Mon Dec 11 16:08:53 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940251880311132161,Caprineartisan,-21600,"Premium #handmade #organic & #natural #goatmilksoap using only fresh goat milk from our own goats, olive, coconut, palm and #essentialoils. Prepare to be AMAZED",United States,Mon Dec 11 16:08:11 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940249090146758656,vishaloza9,None,! crazy Fan of sonalee kulkarni & Hrithik Roshan,,Mon Dec 11 15:57:06 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940243322383282176,majamaya88,-28800,Think positively. Exercise daily. Eat healthy. Work hard. Stay strong. Worry less. Dance more. Love often. Be happy.,Denmark,Mon Dec 11 15:34:11 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940242123193974784,AntGill77,0,"Magician. Carer/Team Leader for my son with Cerebral Palsy. Meteorite Collector. UK Walking Deadpool,UK Deadpool,UK Deadshot Caesar Planet Of The Apes Cosplayer","Halton, Runcorn",Mon Dec 11 15:29:25 +0000 2017,So glad @ComedyCentral played the same episode of Friends twice. I know ive watched 50million times but watching it… https://t.co/nKLGm1LAhe,0,1
940241726509379589,Brittbakee22,-18000,"IUP Alumni▪ M.A. ▪You only live once, but once is enough if you do it right▪",,Mon Dec 11 15:27:51 +0000 2017,my week is starting off wonderfully fantastic. #happymonday #sarcastic,0,0
940234965291114496,FizaPathan,19800,"A teacher, author, poet, and publisher, who believes that Freedom With Pluralism™  can co-exist. https://t.co/7xHTBJWM6X","Bandra, Mumbai INDIA",Mon Dec 11 15:00:59 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940234918067445760,FizaPathan,19800,"A teacher, author, poet, and publisher, who believes that Freedom With Pluralism™  can co-exist. https://t.co/7xHTBJWM6X","Bandra, Mumbai INDIA",Mon Dec 11 15:00:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940234781345927169,sarcasticalarm,None,"Not so ordinary Girl. Wine is Life, Sarcasm is oxygen.  #Sarcasm #Sarcastic #design #humor #funny","London, England",Mon Dec 11 15:00:15 +0000 2017,No fucks https://t.co/dVQ3qgUA27 via #Sarcastic #Tshirt #Funny #FunnyTshirt,0,0
940231396345266176,IamRv9,None,"@iamsrk Is My World. 
@Swwapniljoshi Is My Life.
@deepikapadukone Is My Dream Girl.
#Ravakar
Superstar #Swwapnil_Joshi FOLLOWS Me On 4 Dec 2017 #227 😍😍😍😍✌","Aurangabad, India",Mon Dec 11 14:46:48 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940226313436192768,ImStoddicus,-28800,If you can't say anything nice say something funny. If you can't say something funny say nothing at all.,"Nottingham, England",Mon Dec 11 14:26:36 +0000 2017,"@neckdurp Anyone who doesn’t know you might think you’re being #sarcastic Fortunately I know you well, good work, g… https://t.co/jrdoxaVF05",0,0
940224655104802816,samanthajamison,-18000,"Bestsellers-Samantha Jamison Mystery Series: A touch of Romance, Humor, Thriller, Suspense & a whole lot of Mystery, plus my own Memoir.",,Mon Dec 11 14:20:00 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940223654964711424,cottage_green,-28800,#HouseSign #Signage #POOL #Gifts #Personalized #cottage #BusinessSigns #Beach #TreeSwing #handmade website: https://t.co/wllyziNL0C,"South Carolina, USA",Mon Dec 11 14:16:02 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940214377898225665,AndrewRBarsam,None,"I play guitar, sing, write music, I want to share it with you. https://t.co/b9MqbwdKnC https://t.co/A0FdU7a10T",Toronto - London,Mon Dec 11 13:39:10 +0000 2017,I'm guessing this is where I enter then. #travel #adventure #noexit #enter #taprohm #tombraider #siemreap #angkor… https://t.co/VhiC8b9is7,0,0
940208516391940096,mesonaleeFC,None,"This is her team, follow us for her official updates. And @meSonalee is her official handle.",,Mon Dec 11 13:15:53 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940204491265146880,gailfarrelly,-18000,Published 3 mystery novels. Latest: CREAMED AT COMMENCEMENT. Publish spoofs at http://t.co/tuELW7jd,"Bronxville, NY",Mon Dec 11 12:59:53 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940198588357005312,SweetTaleBooks,-18000,Sweet Books With Character. 📚  Includes tweets for all pen names at SweetTale Books. No swearing or porn accepted.,"Wisconsin, USA",Mon Dec 11 12:36:26 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940197678599700480,treacl,36000,💡Advocate | Author | Carer | Speaker #design #humanrights #sustainability🚀,"Brisbane, Queensland",Mon Dec 11 12:32:49 +0000 2017,"Hey #Malcolm, you lost: The best chance to redeem yourself without your alt-right cronies holding a knife to your t… https://t.co/Dv6yFKNtW2",1,2
940196756230258689,kalyanikale4,None,big fan of @mesonalee 😘😘😘,amaravati maharashtra,Mon Dec 11 12:29:09 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940191864157851649,rauldiazdiez,None,"PRESIDENTE PRI VERACRUZ, VER.",Veracruz ,Mon Dec 11 12:09:42 +0000 2017,"""Entiende que es difícil hablar de uno mismo, por eso lo hacen los demás""
#sarcastic #SarcasmoDelDia  😂",0,4
940188903985811456,Aletheiaholic,-28800,Not all Catholic priests are Catholic. The Dogma Lives Loudly Within Me. Still wondering what 1 Cor 7 means. Sarcasm is my mother tongue.  RTs = NOT my opinion.,MIddle Earth,Mon Dec 11 11:57:57 +0000 2017,@NewWorldHominin Aaahhhh those peaceful leftists. You see them everywhere... This world would be at war if they don't exist.... #sarcastic,0,0
940178058987831296,meepranit,None,"Biggest fan of my #mitwa @mesonalee
https://t.co/evN8DmpSD1
https://t.co/6OjVYJBdjg",mumbai,Mon Dec 11 11:14:51 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940172996324425729,GhatalPriyanka,None,"“Butterflies can’t see their wings. They can’t see how truly beautiful they are, but everyone else can. People are like that as well.”","Thane West, Thane",Mon Dec 11 10:54:44 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940172955874500608,sonaleesCafe,None,,,Mon Dec 11 10:54:34 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940172882864254976,meSonalee,19800,Actor. Dancer. Performer....In the process of becoming the best version of myself.,Pune/Mumbai,Mon Dec 11 10:54:17 +0000 2017,Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,115
940168471723126784,bcausten,28800,Indie Author of the Miranda Jones Series. Women's fiction. All books FREE. NaNoWriMo winner 2016. KELLERS' Ridge out now.💗📖,Australia,Mon Dec 11 10:36:45 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940167472719781888,RETROSpidycents,-18000,FOLLOW  US & RT OUR PRODUCTS & WE WILL HAPPILY RT YOURS!!! WE RT TO HELP PROMOTE SELLERS.  LETS PROMOTE EACH OTHER. BOOST OUR SALES!!!,United States,Mon Dec 11 10:32:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940165727100854275,artyny59,None,Check out my newest books and more at Facebook  (Arthur Butt The Fantasy SyFi Author). Published by @CleanReads_ and @SummerSolstice6,"Milton, Fl.",Mon Dec 11 10:25:51 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940164575198097408,chrisderrick1,0,"First Western novel, The Tainted Dollar, published Nov 2014. The second, The Sheriffs Sister, in June 2015. Best place in the world - SW states of the USA.",Hertfordshire UK,Mon Dec 11 10:21:16 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940163371931971584,sandeep1104,None,,Pune / Los Angeles / Bengaluru,Mon Dec 11 10:16:29 +0000 2017,@brawling_virago I’m shocked 😱...landslide victory for Rahul Gandhi...blow to Modi...Modi must resign #sarcastic,0,0
940156131120500736,DerrickRBickley,0,"Author of Penguin Books prize-winning short story The Prisoner and crime thriller novel The Hit-and-Run Man, available Kindle e-book and paperback.","Birmingham, United Kingdom",Mon Dec 11 09:47:43 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940153883199905793,idamuchy,None,Mengajar diri untuk jadi lebih hati kering,Selayang Baru,Mon Dec 11 09:38:47 +0000 2017,Honorable nyaaaa #sarcastic https://t.co/BWLQqy6Odr,0,0
940140872376700928,ShashwatSanjay,-25200,"Volunteer finding optimization possibilities : socially, politically or regular day task. {Tweet = personal view, RT != endorsement }","Reading, England",Mon Dec 11 08:47:05 +0000 2017,"@kapsology @aartic02 अपनी तो जैसे (#EVM) तैसे (#Pakistan भरोसे) कट जाएगी.. 
#aap का क्या होगा.. #sarcastic 
Arey bh… https://t.co/ivEmHkKDti",0,0
940137835088183298,ShashwatSanjay,-25200,"Volunteer finding optimization possibilities : socially, politically or regular day task. {Tweet = personal view, RT != endorsement }","Reading, England",Mon Dec 11 08:35:01 +0000 2017,@SirRavishKumar @aartic02 Tumse milke aisa laga tumse milke armaan huey purhey dil ke #Sarcastic,0,1
940135706789367813,M_A_Dennis,None,"SpokenWordPoet. Classically-trained Journalist. Lover of Fast Food, Slow Jams & Haiku. Resilient Underdog. Father of triplets (2♂/1♀). No toenails on left foot.",New York,Mon Dec 11 08:26:34 +0000 2017,@2A_Defender @Long_live_DFB Ignorant? Nah. But I'll confess to being #Sarcastic and #Facetious.,0,0
940129394470916096,TudorTweep,None,"Author. #Indie. #History lover particularly #Tudor. Leftie #Vegan. Feminism isn't a dirty word, Blackadder, crevice is a dirty word...",The misty moors of Cornwall,Mon Dec 11 08:01:29 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940129104229048320,amarshukla,19800,Serve Humanity!,India,Mon Dec 11 08:00:19 +0000 2017,#sarcasm #sarcastic https://t.co/ngGZeiVuMF,0,0
940127328788770816,Pickabest1,-28800,"Experienced, blessed Mom & Dad, children & grand child.  Selling  Products online  in US, UK, etc. Brand Ambassadors for Club 1 Hotels.     💗 NO DM💝",WORLDWIDE,Mon Dec 11 07:53:16 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #funny https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants series #Auth…,429,0
940126812541202433,nieuwemarlean,3600,"I'm Marlean, I live in the Netherlands. Mom of 3, fan of Bones, The Voice, X-factor and Castle,I love music especially soul, R&B & Suriname Music ❌ No DM's❌",The Netherlands,Mon Dec 11 07:51:13 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940126746438926336,Pickabest1,-28800,"Experienced, blessed Mom & Dad, children & grand child.  Selling  Products online  in US, UK, etc. Brand Ambassadors for Club 1 Hotels.     💗 NO DM💝",WORLDWIDE,Mon Dec 11 07:50:57 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club!  💫 #sassy #sarcastic #warm #funny https://t.co/ClriEWkDKu (Book #1 - Wine and Sweat Pants…,1265,0
940126298877329409,HelenaGollner,None,I am @PeoplePerHour #freelancer @emmerdale watcher.. #robron shipper.. #RobertSugden lover.. #bookreader .. @Sidley_OUAS supporter https://t.co/Iaric5Bha8,"Zagreb, Croatia",Mon Dec 11 07:49:11 +0000 2017,"Mood:
Can I have at least one article concerning the Christmas episode that doesn't have the words Alex, Aaron and… https://t.co/kNlvof1CVv",1,16
940121256266838016,MarCarring,-28800,"I am a novella, novelette and short story writer of mainly romance, coffee and tea lover, soap opera fan and food connoisseur. https://t.co/M1aDKVRvV6",,Mon Dec 11 07:29:08 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940121251544293377,exo23,3600,Senior software developer at AVL and amateur musician,"Ploce, Croatia",Mon Dec 11 07:29:07 +0000 2017,Is the current situation in the world even worth commenting? #sarcastic 🤐,0,0
